ID,Age,Attrition,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,Job Level,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,NumCompaniesWorked,Over18,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager
658,29,No,Travel_Rarely,1086,Research & Development,7,Below College,Medical,Low,Female,62,Medium,Low,Laboratory Technician,Very High,Divorced,2532,6,Y,No,14,Excellent,High,High,8,5,Better,4,3,0,3
659,44,No,Travel_Rarely,661,Research & Development,9,College,Life Sciences,Medium,Male,61,High,Low,Research Scientist,Low,Married,2559,1,Y,Yes,13,Excellent,Very High,None,8,0,Better,8,7,7,1
660,28,No,Travel_Rarely,821,Sales,5,Master,Medical,Low,Male,98,High,Medium,Sales Executive,Very High,Single,4908,1,Y,No,14,Excellent,Medium,None,4,3,Better,4,2,0,2
661,58,Yes,Travel_Frequently,781,Research & Development,2,Below College,Life Sciences,Very High,Male,57,Medium,Low,Laboratory Technician,Very High,Divorced,2380,9,Y,Yes,14,Excellent,Very High,Low,3,3,Good,1,0,0,0
662,43,No,Travel_Rarely,177,Research & Development,8,Bachelor,Life Sciences,Low,Female,55,High,Medium,Manufacturing Director,Medium,Divorced,4765,4,Y,No,21,Outstanding,High,Low,4,2,Best,1,0,0,0
663,20,Yes,Travel_Rarely,500,Sales,2,Bachelor,Medical,High,Female,49,Medium,Low,Sales Representative,High,Single,2044,1,Y,No,13,Excellent,Very High,None,2,3,Good,2,2,0,2
664,21,Yes,Travel_Rarely,1427,Research & Development,18,Below College,Other,Very High,Female,65,High,Low,Research Scientist,Very High,Single,2693,1,Y,No,19,Excellent,Low,None,1,3,Good,1,0,0,0
665,36,No,Travel_Rarely,1425,Research & Development,14,Below College,Life Sciences,High,Male,68,High,Medium,Healthcare Representative,Very High,Married,6586,0,Y,Yes,17,Excellent,Low,Low,17,2,Good,16,8,4,11
666,47,No,Travel_Rarely,1454,Sales,2,Master,Life Sciences,Very High,Female,65,Medium,Low,Sales Representative,Very High,Single,3294,1,Y,Yes,18,Excellent,Low,None,3,3,Good,3,2,1,2
667,22,Yes,Travel_Rarely,617,Research & Development,3,Below College,Life Sciences,Medium,Female,34,High,Medium,Manufacturing Director,High,Married,4171,0,Y,Yes,19,Excellent,Low,Low,4,3,Best,3,2,0,2
668,41,Yes,Travel_Rarely,1085,Research & Development,2,Master,Life Sciences,Medium,Female,57,Low,Low,Laboratory Technician,Very High,Divorced,2778,4,Y,Yes,13,Excellent,High,Low,10,1,Good,7,7,1,0
669,28,No,Travel_Rarely,995,Research & Development,9,Bachelor,Medical,High,Female,77,High,Low,Research Scientist,High,Divorced,2377,5,Y,No,18,Excellent,Medium,Low,6,2,Better,2,2,2,2
670,39,Yes,Travel_Rarely,1122,Research & Development,6,Bachelor,Medical,Very High,Male,70,High,Low,Laboratory Technician,Low,Married,2404,7,Y,Yes,21,Outstanding,Very High,None,8,2,Bad,2,2,2,2
671,27,No,Travel_Rarely,618,Research & Development,4,Bachelor,Life Sciences,Medium,Female,76,High,Low,Research Scientist,High,Single,2318,1,Y,No,19,Excellent,High,None,1,2,Better,1,1,0,0
672,34,No,Travel_Rarely,546,Research & Development,10,Bachelor,Life Sciences,Medium,Male,83,High,Low,Laboratory Technician,Medium,Divorced,2008,1,Y,No,14,Excellent,Medium,Medium,1,3,Better,1,0,1,0
673,42,No,Travel_Rarely,462,Sales,14,College,Medical,High,Female,68,Medium,Medium,Sales Executive,High,Single,6244,7,Y,No,17,Excellent,Low,None,10,6,Better,5,4,0,3
674,33,No,Travel_Rarely,1198,Research & Development,1,Master,Other,High,Male,100,Medium,Low,Research Scientist,Low,Single,2799,3,Y,Yes,11,Excellent,Medium,None,6,1,Better,3,2,0,2
675,58,No,Travel_Rarely,1272,Research & Development,5,Bachelor,Technical Degree,High,Female,37,Medium,High,Healthcare Representative,Medium,Divorced,10552,2,Y,Yes,13,Excellent,Very High,Low,24,3,Better,6,0,0,4
676,31,No,Travel_Rarely,154,Sales,7,Master,Life Sciences,Medium,Male,41,Medium,Low,Sales Representative,High,Married,2329,3,Y,No,15,Excellent,Medium,None,13,2,Best,7,7,5,2
677,35,No,Travel_Rarely,1137,Research & Development,21,Below College,Life Sciences,Very High,Female,51,High,Medium,Healthcare Representative,Very High,Married,4014,1,Y,Yes,25,Outstanding,Very High,Low,10,2,Bad,10,6,0,7
678,49,No,Travel_Rarely,527,Research & Development,8,College,Other,Low,Female,51,High,High,Laboratory Technician,Medium,Married,7403,4,Y,No,11,Excellent,High,Low,29,3,Good,26,9,1,7
679,48,No,Travel_Rarely,1469,Research & Development,20,Master,Medical,Very High,Male,51,High,Low,Research Scientist,High,Married,2259,4,Y,No,17,Excellent,Low,Medium,13,2,Good,0,0,0,0
680,31,No,Non-Travel,1188,Sales,20,College,Marketing,Very High,Female,45,High,Medium,Sales Executive,High,Married,6932,1,Y,No,13,Excellent,Very High,Low,9,2,Good,9,8,0,0
681,36,No,Travel_Rarely,188,Research & Development,7,Master,Other,Medium,Male,65,High,Low,Research Scientist,Very High,Single,4678,2,Y,No,18,Excellent,High,None,8,6,Better,6,2,0,1
682,38,No,Travel_Rarely,1333,Research & Development,1,Bachelor,Technical Degree,Very High,Female,80,High,High,Research Director,Low,Married,13582,1,Y,No,13,Excellent,Medium,Low,15,3,Better,15,12,5,11
683,32,No,Non-Travel,1184,Research & Development,1,Bachelor,Life Sciences,High,Female,70,Medium,Low,Laboratory Technician,Medium,Married,2332,6,Y,No,20,Outstanding,High,None,5,3,Better,3,0,0,2
684,25,Yes,Travel_Rarely,867,Sales,19,College,Marketing,High,Male,36,Medium,Low,Sales Representative,Medium,Married,2413,1,Y,Yes,18,Excellent,High,High,1,2,Better,1,0,0,0
685,40,No,Travel_Rarely,658,Sales,10,Master,Marketing,Low,Male,67,Medium,High,Sales Executive,Medium,Divorced,9705,2,Y,No,12,Excellent,Medium,Low,11,2,Good,1,0,0,0
686,26,No,Travel_Frequently,1283,Sales,1,Bachelor,Medical,High,Male,52,Medium,Medium,Sales Executive,Low,Single,4294,1,Y,No,12,Excellent,Medium,None,7,2,Better,7,7,0,7
687,41,No,Travel_Rarely,263,Research & Development,6,Bachelor,Medical,Very High,Male,59,High,Low,Laboratory Technician,Low,Single,4721,2,Y,Yes,13,Excellent,High,None,20,3,Better,18,13,2,17
688,36,No,Travel_Rarely,938,Research & Development,2,Master,Medical,High,Male,79,High,Low,Laboratory Technician,High,Single,2519,4,Y,No,21,Outstanding,High,None,16,6,Better,11,8,3,9
689,19,Yes,Travel_Rarely,419,Sales,21,Bachelor,Other,Very High,Male,37,Medium,Low,Sales Representative,Medium,Single,2121,1,Y,Yes,13,Excellent,Medium,None,1,3,Best,1,0,0,0
690,20,Yes,Travel_Rarely,129,Research & Development,4,Bachelor,Technical Degree,Low,Male,84,High,Low,Laboratory Technician,Low,Single,2973,1,Y,No,19,Excellent,Medium,None,1,2,Better,1,0,0,0
691,31,No,Travel_Rarely,616,Research & Development,12,Bachelor,Medical,Very High,Female,41,High,Medium,Healthcare Representative,Very High,Married,5855,0,Y,Yes,11,Excellent,High,Medium,10,2,Bad,9,7,8,5
692,40,No,Travel_Frequently,1469,Research & Development,9,Master,Medical,Very High,Male,35,High,Low,Research Scientist,Medium,Divorced,3617,8,Y,Yes,14,Excellent,Very High,Low,3,2,Better,1,1,0,0
693,32,No,Travel_Rarely,498,Research & Development,3,Master,Medical,High,Female,93,High,Medium,Manufacturing Director,Low,Married,6725,1,Y,No,12,Excellent,High,Low,8,2,Best,8,7,6,3
694,36,Yes,Travel_Rarely,530,Sales,3,Below College,Life Sciences,High,Male,51,Medium,High,Sales Executive,Very High,Married,10325,1,Y,Yes,11,Excellent,Low,Low,16,6,Better,16,7,3,7
695,33,No,Travel_Rarely,1069,Research & Development,1,Bachelor,Life Sciences,Medium,Female,42,Medium,Medium,Healthcare Representative,Very High,Single,6949,0,Y,No,14,Excellent,Low,None,6,3,Better,5,0,1,4
696,37,Yes,Travel_Rarely,625,Sales,1,Master,Life Sciences,Low,Male,46,Medium,High,Sales Executive,High,Married,10609,5,Y,No,11,Excellent,High,None,17,2,Bad,14,1,11,7
697,45,No,Non-Travel,805,Research & Development,4,College,Life Sciences,High,Male,57,High,Medium,Laboratory Technician,Medium,Married,4447,1,Y,No,12,Excellent,Medium,None,9,5,Good,9,7,0,8
698,29,No,Travel_Frequently,1404,Sales,20,Bachelor,Technical Degree,High,Female,84,High,Low,Sales Representative,Very High,Married,2157,1,Y,No,15,Excellent,Medium,Low,3,5,Better,3,1,0,2
699,35,No,Travel_Rarely,1219,Sales,18,Bachelor,Medical,High,Female,86,High,Medium,Sales Executive,High,Married,4601,1,Y,No,16,Excellent,Medium,None,5,3,Better,5,2,1,0
700,52,No,Travel_Rarely,1053,Research & Development,1,College,Life Sciences,Very High,Male,70,High,Very High,Manager,Very High,Married,17099,2,Y,No,15,Excellent,Medium,Low,26,2,Good,9,8,7,8
701,58,Yes,Travel_Rarely,289,Research & Development,2,Bachelor,Technical Degree,Very High,Male,51,High,Low,Research Scientist,High,Single,2479,4,Y,No,24,Outstanding,Low,None,7,4,Better,1,0,0,0
702,53,No,Travel_Rarely,1376,Sales,2,College,Medical,High,Male,45,High,Very High,Manager,High,Divorced,14852,6,Y,No,13,Excellent,High,Low,22,3,Best,17,13,15,2
703,30,No,Travel_Rarely,231,Sales,8,College,Other,High,Male,62,High,High,Sales Executive,High,Divorced,7264,5,Y,No,11,Excellent,Low,Low,10,2,Best,8,4,7,7
704,38,No,Non-Travel,152,Sales,10,Bachelor,Technical Degree,High,Female,85,High,Medium,Sales Executive,Very High,Single,5666,1,Y,Yes,13,Excellent,Medium,None,6,1,Better,5,3,1,3
705,35,No,Travel_Rarely,882,Sales,3,Master,Life Sciences,Very High,Male,92,High,High,Sales Executive,Very High,Divorced,7823,6,Y,No,13,Excellent,Medium,Low,12,2,Better,10,9,0,8
706,39,No,Travel_Rarely,903,Sales,2,Doctor,Life Sciences,Low,Male,41,Very High,High,Sales Executive,High,Single,7880,0,Y,No,18,Excellent,Very High,None,9,3,Better,8,7,0,7
707,40,Yes,Non-Travel,1479,Sales,24,Bachelor,Life Sciences,Medium,Female,100,Very High,Very High,Sales Executive,Medium,Single,13194,4,Y,Yes,16,Excellent,Very High,None,22,2,Good,1,0,0,0
708,47,No,Travel_Frequently,1379,Research & Development,16,Master,Medical,High,Male,64,Very High,Medium,Manufacturing Director,High,Divorced,5067,1,Y,Yes,19,Excellent,High,None,20,3,Best,19,10,2,7
709,36,No,Non-Travel,1229,Sales,8,Master,Technical Degree,Low,Male,84,High,Medium,Sales Executive,Very High,Divorced,5079,4,Y,No,13,Excellent,Very High,Medium,12,3,Better,7,7,0,7
710,31,Yes,Non-Travel,335,Research & Development,9,College,Medical,High,Male,46,Medium,Low,Research Scientist,Low,Single,2321,0,Y,Yes,22,Outstanding,Low,None,4,0,Better,3,2,1,2
711,33,No,Non-Travel,722,Sales,17,Bachelor,Life Sciences,Very High,Male,38,High,Very High,Manager,High,Single,17444,1,Y,No,11,Excellent,Very High,None,10,2,Better,10,8,6,0
712,29,Yes,Travel_Rarely,906,Research & Development,10,Bachelor,Life Sciences,Very High,Female,92,Medium,Low,Research Scientist,Low,Single,2404,6,Y,Yes,20,Outstanding,High,None,3,5,Better,0,0,0,0
713,33,No,Travel_Rarely,461,Research & Development,13,Below College,Life Sciences,Medium,Female,53,High,Low,Research Scientist,Very High,Single,3452,3,Y,No,18,Excellent,Low,None,5,4,Better,3,2,0,2
714,45,No,Travel_Rarely,974,Research & Development,1,Master,Medical,Very High,Female,91,High,Low,Laboratory Technician,Very High,Divorced,2270,3,Y,No,14,Excellent,Very High,Medium,8,2,Better,5,3,0,2
715,50,No,Travel_Rarely,1126,Research & Development,1,College,Medical,Very High,Male,66,High,Very High,Research Director,Very High,Divorced,17399,9,Y,No,22,Outstanding,High,Low,32,1,Good,5,4,1,3
716,33,No,Travel_Frequently,827,Research & Development,1,Master,Other,High,Female,84,Very High,Medium,Healthcare Representative,Medium,Married,5488,1,Y,Yes,13,Excellent,Low,Low,6,2,Better,6,5,1,2
717,41,No,Travel_Frequently,840,Research & Development,9,Bachelor,Medical,Low,Male,64,High,Very High,Research Director,High,Divorced,19419,2,Y,No,17,Excellent,Medium,Low,21,2,Best,18,16,0,11
718,27,No,Travel_Rarely,1134,Research & Development,16,Master,Technical Degree,High,Female,37,High,Low,Laboratory Technician,Medium,Married,2811,9,Y,No,14,Excellent,Medium,Low,4,2,Better,2,2,2,2
719,45,No,Non-Travel,248,Research & Development,23,College,Life Sciences,Very High,Male,42,High,Medium,Laboratory Technician,Low,Married,3633,1,Y,Yes,15,Excellent,High,Low,9,2,Better,9,8,0,8
720,47,No,Travel_Rarely,955,Sales,4,College,Life Sciences,Very High,Female,83,High,Medium,Sales Executive,Very High,Single,4163,1,Y,Yes,17,Excellent,High,None,9,0,Better,9,0,0,7
721,30,Yes,Travel_Rarely,138,Research & Development,22,Bachelor,Life Sciences,Low,Female,48,High,Low,Research Scientist,High,Married,2132,4,Y,Yes,11,Excellent,Medium,None,7,2,Better,5,2,0,1
722,50,No,Travel_Rarely,939,Research & Development,24,Bachelor,Life Sciences,Very High,Male,95,High,Very High,Manufacturing Director,High,Married,13973,3,Y,Yes,18,Excellent,Very High,Low,22,2,Better,12,11,1,5
723,38,No,Travel_Frequently,1391,Research & Development,10,Below College,Medical,High,Male,66,High,Low,Research Scientist,High,Married,2684,0,Y,No,17,Excellent,Medium,Low,3,0,Good,2,1,0,2
724,46,No,Travel_Rarely,566,Research & Development,7,College,Medical,Very High,Male,75,High,High,Manufacturing Director,High,Divorced,10845,6,Y,No,13,Excellent,Medium,Low,13,3,Better,8,7,0,7
725,24,No,Travel_Rarely,1206,Research & Development,17,Below College,Medical,Very High,Female,41,Medium,Medium,Manufacturing Director,High,Divorced,4377,1,Y,No,15,Excellent,Medium,Medium,5,6,Better,4,2,3,2
726,35,Yes,Travel_Rarely,622,Research & Development,14,Master,Other,High,Male,39,Medium,Low,Laboratory Technician,Medium,Divorced,3743,1,Y,Yes,24,Outstanding,Very High,Low,5,2,Bad,4,2,0,2
727,31,No,Travel_Frequently,853,Research & Development,1,Below College,Life Sciences,High,Female,96,High,Medium,Manufacturing Director,Low,Married,4148,1,Y,No,12,Excellent,High,Low,4,1,Better,4,3,0,3
728,18,No,Non-Travel,287,Research & Development,5,College,Life Sciences,Medium,Male,73,High,Low,Research Scientist,Very High,Single,1051,1,Y,No,15,Excellent,Very High,None,0,2,Better,0,0,0,0
729,54,No,Travel_Rarely,1441,Research & Development,17,Bachelor,Technical Degree,High,Female,56,High,High,Manufacturing Director,High,Married,10739,8,Y,No,11,Excellent,High,Low,22,2,Better,10,7,0,8
730,35,No,Travel_Rarely,583,Research & Development,25,Master,Medical,High,Female,57,High,High,Healthcare Representative,High,Divorced,10388,1,Y,Yes,11,Excellent,High,Low,16,3,Good,16,10,10,1
731,30,No,Travel_Rarely,153,Research & Development,8,College,Life Sciences,Medium,Female,73,Very High,High,Research Director,Low,Married,11416,0,Y,Yes,12,Excellent,High,High,9,4,Good,8,7,1,7
732,20,Yes,Travel_Rarely,1097,Research & Development,11,Bachelor,Medical,Very High,Female,98,Medium,Low,Research Scientist,Low,Single,2600,1,Y,Yes,15,Excellent,Low,None,1,2,Better,1,0,0,0
733,30,Yes,Travel_Frequently,109,Research & Development,5,Bachelor,Medical,Medium,Female,60,High,Low,Laboratory Technician,Medium,Single,2422,0,Y,No,17,Excellent,Low,None,4,3,Better,3,2,1,2
734,26,No,Travel_Rarely,1066,Research & Development,2,College,Medical,Very High,Male,32,Very High,Medium,Manufacturing Director,Very High,Married,5472,1,Y,No,12,Excellent,Medium,None,8,2,Better,8,7,1,3
735,22,No,Travel_Rarely,217,Research & Development,8,Below College,Life Sciences,Medium,Male,94,Low,Low,Laboratory Technician,Low,Married,2451,1,Y,No,15,Excellent,Low,Low,4,3,Good,4,3,1,1
736,48,No,Travel_Rarely,277,Research & Development,6,Bachelor,Life Sciences,Low,Male,97,Medium,Medium,Healthcare Representative,High,Single,4240,2,Y,No,13,Excellent,Very High,None,19,0,Better,2,2,2,2
737,48,No,Travel_Rarely,1355,Research & Development,4,Master,Life Sciences,High,Male,78,Medium,High,Healthcare Representative,High,Single,10999,7,Y,No,14,Excellent,Medium,None,27,3,Better,15,11,4,8
738,41,No,Travel_Rarely,549,Research & Development,7,College,Medical,Very High,Female,42,High,Medium,Manufacturing Director,High,Single,5003,6,Y,No,14,Excellent,Medium,None,8,6,Better,2,2,2,1
739,39,No,Travel_Rarely,466,Research & Development,1,Below College,Life Sciences,Very High,Female,65,Medium,Very High,Manufacturing Director,Very High,Married,12742,1,Y,No,16,Excellent,High,Low,21,3,Better,21,6,11,8
740,27,No,Travel_Rarely,1055,Research & Development,2,Master,Life Sciences,Low,Female,47,High,Medium,Manufacturing Director,Very High,Married,4227,0,Y,No,18,Excellent,Medium,Low,4,2,Better,3,2,2,2
741,35,No,Travel_Rarely,802,Research & Development,10,Bachelor,Other,Medium,Male,45,High,Low,Laboratory Technician,Very High,Divorced,3917,1,Y,No,20,Outstanding,Low,Low,3,4,Good,3,2,1,2
742,42,No,Travel_Rarely,265,Sales,5,College,Marketing,Very High,Male,90,High,Very High,Manager,High,Married,18303,6,Y,No,13,Excellent,Medium,None,21,3,Best,1,0,0,0
743,50,No,Travel_Rarely,804,Research & Development,9,Bachelor,Life Sciences,Low,Male,64,High,Low,Laboratory Technician,Very High,Married,2380,4,Y,No,18,Excellent,Medium,None,8,5,Better,1,0,0,0
744,59,No,Travel_Rarely,715,Research & Development,2,Bachelor,Life Sciences,High,Female,69,Medium,Very High,Manufacturing Director,Very High,Single,13726,3,Y,Yes,13,Excellent,Low,None,30,4,Better,5,3,4,3
745,37,Yes,Travel_Rarely,1141,Research & Development,11,College,Medical,Low,Female,61,Low,Medium,Healthcare Representative,Medium,Married,4777,5,Y,No,15,Excellent,Low,None,15,2,Bad,1,0,0,0
746,55,No,Travel_Frequently,135,Research & Development,18,Master,Medical,High,Male,62,High,Medium,Healthcare Representative,Medium,Married,6385,3,Y,Yes,14,Excellent,Very High,Medium,17,3,Better,8,7,6,7
747,41,No,Non-Travel,247,Research & Development,7,Below College,Life Sciences,Medium,Female,55,Low,Very High,Research Director,High,Divorced,19973,1,Y,No,22,Outstanding,Medium,Medium,21,3,Better,21,16,5,10
748,38,No,Travel_Rarely,1035,Sales,3,Master,Life Sciences,Medium,Male,42,High,Medium,Sales Executive,Very High,Single,6861,8,Y,Yes,12,Excellent,High,None,19,1,Better,1,0,0,0
749,26,Yes,Non-Travel,265,Sales,29,College,Medical,Medium,Male,79,Low,Medium,Sales Executive,Low,Single,4969,8,Y,No,18,Excellent,Very High,None,7,6,Better,2,2,2,2
750,52,Yes,Travel_Rarely,266,Sales,2,Below College,Marketing,Low,Female,57,Low,Very High,Manager,Very High,Married,19845,1,Y,No,15,Excellent,Very High,Low,33,3,Better,32,14,6,9
751,44,No,Travel_Rarely,1448,Sales,28,Bachelor,Medical,Very High,Female,53,Very High,Very High,Sales Executive,Very High,Married,13320,3,Y,Yes,18,Excellent,High,Low,23,2,Better,12,11,11,11
752,50,No,Non-Travel,145,Sales,1,Bachelor,Life Sciences,Very High,Female,95,High,Medium,Sales Executive,High,Married,6347,0,Y,No,12,Excellent,Low,Low,19,3,Better,18,7,0,13
753,36,Yes,Travel_Rarely,885,Research & Development,16,Master,Life Sciences,High,Female,43,Very High,Low,Laboratory Technician,Low,Single,2743,1,Y,No,16,Excellent,High,None,18,1,Better,17,13,15,14
754,39,No,Travel_Frequently,945,Research & Development,22,Bachelor,Medical,Very High,Female,82,High,High,Manufacturing Director,Low,Single,10880,1,Y,Yes,13,Excellent,High,None,21,2,Better,21,6,2,8
755,33,No,Non-Travel,1038,Sales,8,Below College,Life Sciences,Medium,Female,88,Medium,Low,Sales Representative,Very High,Single,2342,0,Y,No,19,Excellent,Very High,None,3,2,Good,2,2,2,2
756,45,No,Travel_Rarely,1234,Sales,11,College,Life Sciences,Very High,Female,90,High,Very High,Manager,Very High,Married,17650,3,Y,No,13,Excellent,Medium,Low,26,4,Best,9,3,1,1
757,32,No,Non-Travel,1109,Research & Development,29,Master,Medical,Very High,Female,69,High,Low,Laboratory Technician,High,Single,4025,9,Y,No,12,Excellent,Medium,None,10,2,Better,8,7,7,7
758,34,No,Travel_Rarely,216,Sales,1,Master,Marketing,Medium,Male,75,Very High,Medium,Sales Executive,Very High,Divorced,9725,0,Y,No,11,Excellent,Very High,Low,16,2,Good,15,1,0,9
759,59,No,Travel_Rarely,1089,Sales,1,College,Technical Degree,Medium,Male,66,High,High,Manager,Very High,Married,11904,3,Y,Yes,14,Excellent,High,Low,14,1,Bad,6,4,0,4
760,45,No,Travel_Rarely,788,Human Resources,24,Master,Medical,Medium,Male,36,High,Low,Human Resources,Medium,Single,2177,1,Y,No,16,Excellent,Low,None,6,3,Better,6,3,0,4
761,53,No,Travel_Frequently,124,Sales,2,Bachelor,Marketing,High,Female,38,Medium,High,Sales Executive,Medium,Married,7525,2,Y,No,12,Excellent,Low,Low,30,2,Better,15,7,6,12
762,36,Yes,Travel_Rarely,660,Research & Development,15,Bachelor,Other,Low,Male,81,High,Medium,Laboratory Technician,High,Divorced,4834,7,Y,No,14,Excellent,Medium,Low,9,3,Good,1,0,0,0
763,26,Yes,Travel_Frequently,342,Research & Development,2,Bachelor,Life Sciences,Low,Male,57,High,Low,Research Scientist,Low,Married,2042,6,Y,Yes,14,Excellent,Medium,Low,6,2,Better,3,2,1,2
764,34,No,Travel_Rarely,1333,Sales,10,Master,Life Sciences,High,Female,87,High,Low,Sales Representative,High,Married,2220,1,Y,Yes,19,Excellent,Very High,Low,1,2,Better,1,1,0,0
765,28,No,Travel_Rarely,1144,Sales,10,Below College,Medical,Very High,Male,74,High,Low,Sales Representative,Medium,Married,1052,1,Y,No,22,Outstanding,Medium,None,1,5,Better,1,0,0,0
766,38,No,Travel_Frequently,1186,Research & Development,3,Master,Other,High,Male,44,High,Low,Research Scientist,High,Married,2821,3,Y,No,16,Excellent,Low,Low,8,2,Better,2,2,2,2
767,50,No,Travel_Rarely,1464,Research & Development,2,Master,Medical,Medium,Male,62,High,Very High,Research Director,High,Married,19237,2,Y,Yes,11,Excellent,Very High,Low,29,2,Good,8,1,7,7
768,37,No,Travel_Rarely,124,Research & Development,3,Bachelor,Other,Very High,Female,35,High,Medium,Healthcare Representative,Medium,Single,4107,3,Y,No,15,Excellent,Low,None,8,3,Good,4,3,0,1
769,40,No,Travel_Rarely,300,Sales,26,Bachelor,Marketing,High,Male,74,High,Medium,Sales Executive,Low,Married,8396,1,Y,No,14,Excellent,Medium,Low,8,3,Good,7,7,7,5
770,26,No,Travel_Frequently,921,Research & Development,1,Below College,Medical,Low,Female,66,Medium,Low,Research Scientist,High,Divorced,2007,1,Y,No,13,Excellent,High,Medium,5,5,Better,5,3,1,3
771,46,No,Travel_Rarely,430,Research & Development,1,Master,Medical,Very High,Male,40,High,Very High,Research Director,Very High,Divorced,19627,9,Y,No,17,Excellent,Very High,Medium,23,0,Better,2,2,2,2
772,54,No,Travel_Rarely,1082,Sales,2,Master,Life Sciences,High,Female,41,Medium,High,Sales Executive,High,Married,10686,6,Y,No,11,Excellent,Medium,Low,13,4,Better,9,4,7,0
773,56,No,Travel_Frequently,1240,Research & Development,9,Bachelor,Medical,Low,Female,63,High,Low,Research Scientist,High,Married,2942,2,Y,No,19,Excellent,Medium,Low,18,4,Better,5,4,0,3
774,36,No,Travel_Rarely,796,Research & Development,12,Doctor,Medical,Very High,Female,51,Medium,High,Manufacturing Director,Very High,Single,8858,0,Y,No,11,Excellent,Medium,None,15,2,Good,14,8,7,8
775,55,No,Non-Travel,444,Research & Development,2,Below College,Medical,High,Male,40,Medium,Very High,Manager,Low,Single,16756,7,Y,No,15,Excellent,Medium,None,31,3,Best,9,7,6,2
776,43,No,Travel_Rarely,415,Sales,25,Bachelor,Medical,High,Male,79,Medium,High,Sales Executive,Very High,Divorced,10798,5,Y,No,13,Excellent,High,Low,18,5,Better,1,0,0,0
777,20,Yes,Travel_Frequently,769,Sales,9,Bachelor,Marketing,Very High,Female,54,High,Low,Sales Representative,Very High,Single,2323,1,Y,Yes,14,Excellent,Medium,None,2,3,Better,2,2,0,2
778,21,Yes,Travel_Rarely,1334,Research & Development,10,Bachelor,Life Sciences,High,Female,36,Medium,Low,Laboratory Technician,Low,Single,1416,1,Y,No,13,Excellent,Low,None,1,6,Good,1,0,1,0
779,46,No,Travel_Rarely,1003,Research & Development,8,Master,Life Sciences,Very High,Female,74,Medium,Medium,Research Scientist,Low,Divorced,4615,8,Y,Yes,23,Outstanding,Low,High,19,2,Better,16,13,1,7
780,51,Yes,Travel_Rarely,1323,Research & Development,4,Master,Life Sciences,Low,Male,34,High,Low,Research Scientist,High,Married,2461,9,Y,Yes,12,Excellent,High,High,18,2,Best,10,0,2,7
781,28,Yes,Non-Travel,1366,Research & Development,24,College,Technical Degree,Medium,Male,72,Medium,High,Healthcare Representative,Low,Single,8722,1,Y,No,12,Excellent,Low,None,10,2,Good,10,7,1,9
782,26,No,Travel_Rarely,192,Research & Development,1,College,Medical,Low,Male,59,Medium,Low,Laboratory Technician,Low,Married,3955,1,Y,No,16,Excellent,Low,Medium,6,2,Better,5,3,1,3
783,30,No,Travel_Rarely,1176,Research & Development,20,Bachelor,Other,High,Male,85,High,Medium,Manufacturing Director,Low,Married,9957,0,Y,No,15,Excellent,High,Low,7,1,Good,6,2,0,2
784,41,No,Travel_Rarely,509,Research & Development,7,College,Technical Degree,Medium,Female,43,Very High,Low,Research Scientist,High,Married,3376,1,Y,No,13,Excellent,High,None,10,3,Better,10,6,0,8
785,38,No,Travel_Rarely,330,Research & Development,17,Below College,Life Sciences,High,Female,65,Medium,High,Healthcare Representative,High,Married,8823,0,Y,No,18,Excellent,Low,Low,20,4,Good,19,9,1,9
786,40,No,Travel_Rarely,1492,Research & Development,20,Master,Technical Degree,Low,Male,61,High,High,Healthcare Representative,Very High,Married,10322,4,Y,No,20,Outstanding,Very High,Low,14,6,Better,11,10,11,1
787,27,No,Non-Travel,1277,Research & Development,8,Doctor,Life Sciences,Low,Male,87,Low,Low,Laboratory Technician,High,Married,4621,1,Y,No,19,Excellent,Very High,High,3,4,Better,3,2,1,2
788,55,No,Travel_Frequently,1091,Research & Development,2,Below College,Life Sciences,Very High,Male,65,High,High,Manufacturing Director,Medium,Married,10976,3,Y,No,18,Excellent,Medium,Low,23,4,Better,3,2,1,2
789,28,No,Travel_Rarely,857,Research & Development,10,Bachelor,Other,High,Female,59,High,Medium,Research Scientist,High,Single,3660,3,Y,No,13,Excellent,Very High,None,10,4,Best,8,7,1,7
790,44,Yes,Travel_Rarely,1376,Human Resources,1,College,Medical,Medium,Male,91,Medium,High,Human Resources,Low,Married,10482,9,Y,No,14,Excellent,Very High,Low,24,1,Better,20,6,3,6
791,33,No,Travel_Rarely,654,Research & Development,5,Bachelor,Life Sciences,Very High,Male,34,Medium,High,Healthcare Representative,Very High,Divorced,7119,4,Y,No,15,Excellent,High,Low,9,2,Better,3,2,1,2
792,35,Yes,Travel_Rarely,1204,Sales,4,Bachelor,Technical Degree,Very High,Male,86,High,High,Sales Executive,Low,Single,9582,0,Y,Yes,22,Outstanding,Low,None,9,2,Better,8,7,4,7
